user,balance,label,Token Name,Balance Atoms,Token Decimals,Token Address,Token Symbol
0xFCd81C0D8fcDBA864cc558c17aF8EF83D05bdF45,0.000000000000066348,GNO,Gnosis Token,66348,18,0x6810e776880c02933d47db1b9fc05908e5386b96,GNO
0xFCd81C0D8fcDBA864cc558c17aF8EF83D05bdF45,0.000000000000000643,WETH,Wrapped Ether,643,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0xFCd81C0D8fcDBA864cc558c17aF8EF83D05bdF45,0.000000000000474239,SNT,Status Network Token,474239,18,0x744d70fdbe2ba4cf95131626614a1763df805b9e,SNT
0xFCd81C0D8fcDBA864cc558c17aF8EF83D05bdF45,0.000000000000608106,GEN,DAOstack,608106,18,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,GEN
0xFCd81C0D8fcDBA864cc558c17aF8EF83D05bdF45,0.000550000000185717,LRC,LoopringCoin V2,550000000185717,18,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,LRC
0xFCd81C0D8fcDBA864cc558c17aF8EF83D05bdF45,0.000000000000027143,NMR,Numeraire,27143,18,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,NMR
0xFCd81C0D8fcDBA864cc558c17aF8EF83D05bdF45,0.000000000012193368,DNT,district0x Network Token,12193368,18,0x0abdace70d3790235af448c88547603b945604ea,DNT
0xFCd81C0D8fcDBA864cc558c17aF8EF83D05bdF45,0.000000000001081212,MANA,Decentraland MANA,1081212,18,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,MANA
0xFCd81C0D8fcDBA864cc558c17aF8EF83D05bdF45,0.000000000001349479,BLZ,Bluzelle Token,1349479,18,0x5732046a883704404f284ce41ffadd5b007fd668,BLZ
0x00ECd4635c80d47A8B5ffBFD2EB794E0Ce6a8689,38.889833044599790506,GNO,Gnosis Token,38889833044599790506,18,0x6810e776880c02933d47db1b9fc05908e5386b96,GNO
0x00ECd4635c80d47A8B5ffBFD2EB794E0Ce6a8689,13.310339570272959809,WETH,Wrapped Ether,13310339570272959809,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x00ECd4635c80d47A8B5ffBFD2EB794E0Ce6a8689,2309.823553508675569144,KNC,Kyber Network Crystal,2309823553508675569144,18,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,KNC
0x00ECd4635c80d47A8B5ffBFD2EB794E0Ce6a8689,0.000000000000000001,LINK,ChainLink Token,1,18,0x514910771af9ca656af840dff83e8264ecf986ca,LINK
0x144Ce006a426227340247C2fF6dCFD058775BD32,0.265968725136134646,WETH,Wrapped Ether,265968725136134646,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x144Ce006a426227340247C2fF6dCFD058775BD32,0.000097387434636941,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,97387434636941,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x144Ce006a426227340247C2fF6dCFD058775BD32,0.000077497037496698,GEN,DAOstack,77497037496698,18,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,GEN
0x144Ce006a426227340247C2fF6dCFD058775BD32,0.000078869310572331,RDN,Raiden Token,78869310572331,18,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,RDN
0x038cB2d468461dFF612Abb01d6Ae40AB59c1a9c5,0.000000000000008737,WETH,Wrapped Ether,8737,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x038cB2d468461dFF612Abb01d6Ae40AB59c1a9c5,0.000000000000365994,GEN,DAOstack,365994,18,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,GEN
0x7f01D9b227593E033bf8d6FC86e634d27aa85568,4.645830673611989852,KNC,Kyber Network Crystal,4645830673611989852,18,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,KNC
0x5AAC52C0B1d1E74a3bB0D0DA0C82e89637714146,0.014038653647976219,WETH,Wrapped Ether,14038653647976219,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x01a6e0f4e7f723C7110BE5A88644eb4763810563,5.679458442001132987,WETH,Wrapped Ether,5679458442001132987,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x01a6e0f4e7f723C7110BE5A88644eb4763810563,982.367527757423043825,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,982367527757423043825,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x52DF85E9De71aa1C210873bcF37EC46d36c99dc2,0.005,WETH,Wrapped Ether,5000000000000000,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x90079aABC47b5BeA2dFC358d7114Ade57Ee39209,0.000000447399787062,WETH,Wrapped Ether,447399787062,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0xb0e83C2D71A991017e0116d58c5765Abc57384af,0.000025364712765281,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,25364712765281,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x635a8235189d62e9f048E246bd8A240e2a7Bacbe,0.07177072320606263,WETH,Wrapped Ether,71770723206062630,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH
0x635a8235189d62e9f048E246bd8A240e2a7Bacbe,0.000429984894726696,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,429984894726696,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
0x635a8235189d62e9f048E246bd8A240e2a7Bacbe,0.250644323926427145,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,,250644323926427145,18,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,
0xDEAf1d7775D198Dfa5eD9f1df7FA664cFDA920F6,0.000352462657734017,GNO,Gnosis Token,352462657734017,18,0x6810e776880c02933d47db1b9fc05908e5386b96,GNO
0xDEAf1d7775D198Dfa5eD9f1df7FA664cFDA920F6,0.000782898373259756,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,,782898373259756,18,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,
